conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,time_bin,date,clean_text,cluster
1894349298126790980,2025-02-25 11:30:42+00:00,0,Direktur Eksekutif Center of Economic and Law Studies (Celios) Bhima Yudhistira mengatakan bahwa dengan permodalan yang lebih kuat badan pengelola investasi Danantara bisa membantu pemerintah lebih cepat merealisasikan hilirisasi dan transisi energi yang selama ini sulit. https://t.co/0KKgH1ypQQ,1894349298126790980,https://pbs.twimg.com/media/GkoURKGaAAADiz4.jpg,,in,"DKI Jakarta, Indonesia",0,0,0,https://x.com/dekade_08/status/1894349298126790980,1576913175227748352,dekade_08,2,2025-02-25,direktur eksekutif center of economic and law studies celios bhima yudhistira mengatakan bahwa dengan permodalan yang lebih kuat badan pengelola investasi danantara bisa membantu pemerintah lebih cepat merealisasikan hilirisasi dan transisi energi yang selama ini sulit,1
1894164757952766206,2025-02-25 12:16:59+00:00,0,@ssojungc Harapan besar disematkan pada bahu Danantara untuk membantu percepatan pembangunan yang kita nanti #DanantaraBangunNegeri Danantara Terpercaya,1894360944702362040,,ssojungc,in,,0,0,0,https://x.com/monika_anis44/status/1894360944702362040,1699311244875030528,monika_anis44,2,2025-02-25,harapan besar disematkan pada bahu danantara untuk membantu percepatan pembangunan yang kita nanti danantarabangunnegeri danantara terpercaya,1
1894359926124023967,2025-02-25 12:12:56+00:00,0,Pada 24 Februari 2025 Presiden Prabowo meluncurkan Danantara menunjuk Dony sbg COO. Ia bertanggung jawab atas divisi Chief of Legal &amp; Risk Management serta Asset Management. Bersama CEO Rosan Perkasa Roeslani mengelola aset negara yg nilainya mencapai lbh dari US$900 miliar. https://t.co/02Noyb0mjm,1894359926124023967,https://pbs.twimg.com/ext_tw_video_thumb/1894359874064007168/pu/img/XprmVV-fihTqxuSw.jpg,,in,"DKI Jakarta, Indonesia",0,0,0,https://x.com/Rudy_Komunita/status/1894359926124023967,3164520774,Rudy_Komunita,2,2025-02-25,pada 24 februari 2025 presiden prabowo meluncurkan danantara menunjuk dony sbg coo ia bertanggung jawab atas divisi chief of legal amp risk management serta asset management bersama ceo rosan perkasa roeslani mengelola aset negara yg nilainya mencapai lbh dari us 900 miliar,4
1894351451478265978,2025-02-25 11:39:16+00:00,0,Kado pertama danantara bisa jadi class action ke pertamina,1894351451478265978,,,in,Kittens College,0,0,0,https://x.com/Hizhani_/status/1894351451478265978,375112376,Hizhani_,2,2025-02-25,kado pertama danantara bisa jadi class action ke pertamina,4
1894351177485357501,2025-02-25 11:38:10+00:00,106,Seminggu belakangan ini ada hal2 yg mengganjal ttg BUMN dan membuat gue pribadi mau phase-out pake produk mereka. 1) bank: Danantara blokir rekening mahasiswa yg ngumpulin donasi demo Indonesia gelap 2) jariangan seluler: gampang di-hack 3) SPBU: gile dioplos,1894351177485357501,,,in,Jakarta Capital Region,1,2,46,https://x.com/adepedia/status/1894351177485357501,200448287,adepedia,2,2025-02-25,seminggu belakangan ini ada hal2 yg mengganjal ttg bumn dan membuat gue pribadi mau phase out pake produk mereka 1 bank danantara blokir rekening mahasiswa yg ngumpulin donasi demo indonesia gelap 2 jariangan seluler gampang di hack 3 spbu gile dioplos,2
1894165366852784418,2025-02-25 12:48:51+00:00,0,@Athalia_Lize SBY dan Jokowi hadir sebagai pengawas memastikan Danantara selalu on point dalam misinya #DanantaraBangunNegeri Danantara Terpercaya,1894368963666350239,,Athalia_Lize,in,,0,0,0,https://x.com/achmad_aan72/status/1894368963666350239,1691686580229128192,achmad_aan72,2,2025-02-25,sby dan jokowi hadir sebagai pengawas memastikan danantara selalu on point dalam misinya danantarabangunnegeri danantara terpercaya,4
1894350902867493271,2025-02-25 11:37:05+00:00,0,Kepala Pelaksana Bidang Operasional Badan Pengelola Investasi Daya Anagata Nusantara (BPI Danantara) Dony Oskaria mengatakan Danantara tidak akan menarik dana nasabah perbankan milik negara untuk modal operasional lembaga baru tersebut. #prabowo #gibran #pemerintah #indonesia https://t.co/k3pywQwgqK,1894350902867493271,https://pbs.twimg.com/media/GkoV_wLbkAUDZNt.jpg,,in,"DKI Jakarta, Indonesia",0,0,0,https://x.com/dekade_08/status/1894350902867493271,1576913175227748352,dekade_08,2,2025-02-25,kepala pelaksana bidang operasional badan pengelola investasi daya anagata nusantara bpi danantara dony oskaria mengatakan danantara tidak akan menarik dana nasabah perbankan milik negara untuk modal operasional lembaga baru tersebut prabowo gibran pemerintah indonesia,0
1894363673176727877,2025-02-25 12:27:49+00:00,0,Wkwkwkw bayangin danantara mau masuk kesaham bumn yang suka korupsi wkwkwkw belum lagi danantara dikelola sama orang ex koruptor wkwkwkw ngentod,1894363673176727877,,,in,HARAM SPACE,0,0,0,https://x.com/riyanspace/status/1894363673176727877,1083228231812014085,riyanspace,2,2025-02-25,wkwkwkw bayangin danantara mau masuk kesaham bumn yang suka korupsi wkwkwkw belum lagi danantara dikelola sama orang ex koruptor wkwkwkw ngentod,4
1894031576670843379,2025-02-25 11:26:58+00:00,0,@_updateinfo Inovasi infrastruktur dari Danantara bukakan jalan bagi pertumbuhan ekonomi yang berkelanjutan #DanantaraBangunNegeri,1894348357461750238,,_updateinfo,in,,0,0,0,https://x.com/ckrajiya_sirait/status/1894348357461750238,1701117972969099264,ckrajiya_sirait,2,2025-02-25,inovasi infrastruktur dari danantara bukakan jalan bagi pertumbuhan ekonomi yang berkelanjutan danantarabangunnegeri,1
1894354748901560416,2025-02-25 11:52:22+00:00,0,Berita hari ini. KORUPSI LAGI. LAGI-LAGI KORUPSI. Apakah Danantara akan menjadi skandal korupsi terbesar negeri ini selanjutnya? Semoga tidak. Koruptornya dibabat dulu dah dari akar hingga pucuk ilangin tu mental korupnya mulai dari penguasa sampe rakyat biasa. Pertamax ,1894354748901560416,,,in,Medsos,0,0,0,https://x.com/liriktepijurang/status/1894354748901560416,1707438814011260932,liriktepijurang,2,2025-02-25,berita hari ini korupsi lagi lagi lagi korupsi apakah danantara akan menjadi skandal korupsi terbesar negeri ini selanjutnya semoga tidak koruptornya dibabat dulu dah dari akar hingga pucuk ilangin tu mental korupnya mulai dari penguasa sampe rakyat biasa pertamax,2
1894406105167695961,2025-02-25 17:57:58+00:00,0,@rtpVnews Maju danantara,1894446755904983198,,jangancemas_id,in,,0,0,0,https://x.com/Helldevika/status/1894446755904983198,1836051076795228160,Helldevika,3,2025-02-25,maju danantara,4
1894127679688823059,2025-02-25 16:37:03+00:00,1,@convomf bsi masuk danantara ga sih?,1894426394245087480,,convomf,in,,0,0,0,https://x.com/misakiyukine_/status/1894426394245087480,874975710,misakiyukine_,3,2025-02-25,bsi masuk danantara ga sih,4
1894428700793610257,2025-02-25 16:46:13+00:00,2,Tanpa pengawas yg profesional Danantara bisa jadi ladang BANCAKAN baru korupsi. Yang bancakan tentu para pejabat rakyat mah masih tetap melarat dan sekarat. https://t.co/E0qusGSkl2,1894428700793610257,https://pbs.twimg.com/media/Gkpc12XW8AASrA3.jpg,,in,Indonesia,0,1,1,https://x.com/DoankWarto/status/1894428700793610257,938664737369341952,DoankWarto,3,2025-02-25,tanpa pengawas yg profesional danantara bisa jadi ladang bancakan baru korupsi yang bancakan tentu para pejabat rakyat mah masih tetap melarat dan sekarat,2
1894406105167695961,2025-02-25 16:27:29+00:00,0,@rtpVnews Danantara keren banget deh terus maju ya! ,1894423985917669673,,jangancemas_id,in,,0,0,0,https://x.com/ginariyanti123/status/1894423985917669673,1885277913890906115,ginariyanti123,3,2025-02-25,danantara keren banget deh terus maju ya,4
1894406105167695961,2025-02-25 16:11:25+00:00,0,@rtpVnews Saya optimis Danantara bisa membawa dampak besar bagi perekonomian. Ayo kita beri kesempatan untuk berkembang! #DanantaraBangunNegeri,1894419941966975006,,jangancemas_id,in,,0,0,0,https://x.com/ariyana39646/status/1894419941966975006,1884274947578814467,ariyana39646,3,2025-02-25,saya optimis danantara bisa membawa dampak besar bagi perekonomian ayo kita beri kesempatan untuk berkembang danantarabangunnegeri,1
1894406105167695961,2025-02-25 16:41:10+00:00,3,@rtpVnews Semoga Danantara terus berkembang dan makin banyak manfaatnya,1894427430779326669,,jangancemas_id,in,,0,1,0,https://x.com/TopengPublik__/status/1894427430779326669,1831497367226601472,TopengPublik__,3,2025-02-25,semoga danantara terus berkembang dan makin banyak manfaatnya,4
1894406105167695961,2025-02-25 16:41:11+00:00,0,@rtpVnews Danantara dapat meningkatkan ketahanan ekonomi Indonesia di tengah tantangan global. #DanantaraBangunNegeri,1894427431291031565,,jangancemas_id,in,,0,0,0,https://x.com/khoerudin387112/status/1894427431291031565,1886323095046430720,khoerudin387112,3,2025-02-25,danantara dapat meningkatkan ketahanan ekonomi indonesia di tengah tantangan global danantarabangunnegeri,1
1894406105167695961,2025-02-25 16:27:56+00:00,0,@rtpVnews Danantara nggak cuma sekedar idola tapi juga panutan! ,1894424098992001364,,jangancemas_id,in,,0,0,0,https://x.com/ginariyanti123/status/1894424098992001364,1885277913890906115,ginariyanti123,3,2025-02-25,danantara nggak cuma sekedar idola tapi juga panutan,4
1894406105167695961,2025-02-25 16:07:17+00:00,0,@markoo___11 @rtpVnews Investasi Danantara hebat! Indonesia makin kuat! #danantarabangunnegeri,1894418903482470466,,markoo___11,in,,0,0,0,https://x.com/berkah_ram2025/status/1894418903482470466,1884446166404014080,berkah_ram2025,3,2025-02-25,investasi danantara hebat indonesia makin kuat danantarabangunnegeri,1
1894031576670843379,2025-02-25 13:57:54+00:00,0,@_updateinfo Danantara: Jembatan menuju ekonomi yang berdaya saing tinggi #DanantaraBangunNegeri,1894386340357444024,,_updateinfo,in,,0,0,0,https://x.com/ivan_indrajaya4/status/1894386340357444024,1704063023927951360,ivan_indrajaya4,3,2025-02-25,danantara jembatan menuju ekonomi yang berdaya saing tinggi danantarabangunnegeri,1
1894496450480058600,2025-02-25 21:15:26+00:00,0,Oh ini lagi bersuka cita pesta merayakan bajal jadi cei cio coo danantara besok.,1894496450480058600,,,in,,0,3,0,https://x.com/lucimaya123/status/1894496450480058600,3032152165,lucimaya123,4,2025-02-25,oh ini lagi bersuka cita pesta merayakan bajal jadi cei cio coo danantara besok,2
1894515042873495803,2025-02-25 22:29:19+00:00,1,Danantara menyusul,1894515042873495803,,,in,,0,0,0,https://x.com/NW1b0/status/1894515042873495803,1332218528166866944,NW1b0,4,2025-02-25,danantara menyusul,4
1894534761559060499,2025-02-25 23:47:40+00:00,0,Apakah February akan zonk ? Sepertinya tidak ,1894534761559060499,,,in,Indonesia🇮🇩,0,0,0,https://x.com/Takbirbigwin46/status/1894534761559060499,1420336297181257730,Takbirbigwin46,4,2025-02-25,apakah february akan zonk sepertinya tidak,4
1894032520989016285,2025-02-25 19:17:51+00:00,0,@_tanteriva Infrastruktur lebih hebat ekonomi lebih kuat dengan kontribusi Danantara #DanantaraBangunNegeri,1894466858595881364,,_tanteriva,in,,0,0,0,https://x.com/mhmmd_amar9/status/1894466858595881364,1689846142044123136,mhmmd_amar9,4,2025-02-25,infrastruktur lebih hebat ekonomi lebih kuat dengan kontribusi danantara danantarabangunnegeri,1
1894531704989389073,2025-02-25 23:35:31+00:00,0,Pagi2 mimpiin mantan presiden tuh random bgt dan feeling uneasy Kayaknya kebanyakan baca Danantara Unhealthy,1894531704989389073,,,in,,0,0,0,https://x.com/sxccharines/status/1894531704989389073,816956879611908096,sxccharines,4,2025-02-25,pagi2 mimpiin mantan presiden tuh random bgt dan feeling uneasy kayaknya kebanyakan baca danantara unhealthy,4
1894406105167695961,2025-02-25 19:18:00+00:00,0,@jangancemas_id Kalau sukses Danantara bisa menjadi kekuatan ekonomi masa depan Indonesia #DanantaraBangunNegeri,1894466895677739326,,jangancemas_id,in,,0,0,0,https://x.com/sekarayucantika/status/1894466895677739326,1887808086611832832,sekarayucantika,4,2025-02-25,kalau sukses danantara bisa menjadi kekuatan ekonomi masa depan indonesia danantarabangunnegeri,1
1894405744520565223,2025-02-25 22:56:57+00:00,13,@detikcom Kata kata cawe cawe dan minta masukan?!! dah perlu diperiksa kewarasannnya! Untuk dokter perlu dicatat ini! Kalo pidato ngaumm singa! Bila Didepan atau samping jokowi meonggg! Kepribadian ganda atau sudah degeneratif kembali ke anak2 Ndasmuuu Pea... Gublo@&amp;..! Danantara pertamax,1894521997675434079,,detikcom,in,Indonesia,0,0,2,https://x.com/pms_bf/status/1894521997675434079,130862285,pms_bf,4,2025-02-25,kata kata cawe cawe dan minta masukan dah perlu diperiksa kewarasannnya untuk dokter perlu dicatat ini kalo pidato ngaumm singa bila didepan atau samping jokowi meonggg kepribadian ganda atau sudah degeneratif kembali ke anak2 ndasmuuu pea gublo amp danantara pertamax,4
1894487995555946699,2025-02-25 20:41:50+00:00,0,niat presiden mebentuk DANANTARA sgguh sangat mulia asal dikelola org amanah ( ada maling teriak maling ) Profesional mgelola negeri bsr ini TDK hanya gol.itu2 saja tpi kelpk.kanan profesional dbrdayakan shgga all ambil tggung jwb semoga ptumbuhan 8% trcapai Bravo BPI Danantara,1894487995555946699,,,in,,0,0,0,https://x.com/DasrilHasi1532/status/1894487995555946699,1692884026921811968,DasrilHasi1532,4,2025-02-25,niat presiden mebentuk danantara sgguh sangat mulia asal dikelola org amanah ada maling teriak maling profesional mgelola negeri bsr ini tdk hanya gol itu2 saja tpi kelpk kanan profesional dbrdayakan shgga all ambil tggung jwb semoga ptumbuhan 8 trcapai bravo bpi danantara,2
1894324167207735722,2025-02-25 23:38:31+00:00,2,@RagilSemar Tidak ada penjelasan Pelaku/penggagas dan yg mendukung danantara sesungguhnya randue uteg. mbg danantara dan beberapa kebijakan lain adalah upaya prabowo menggali kuburnya sendiri dalam suasana batin yg kacau. Dalam pengaruh tekanan atau sihir Firaun; cuma Tuhan yg tau,1894532457397195010,,RagilSemar,in,,0,0,0,https://x.com/HelmiZakiul/status/1894532457397195010,1612972143616356352,HelmiZakiul,4,2025-02-25,tidak ada penjelasan pelaku penggagas dan yg mendukung danantara sesungguhnya randue uteg mbg danantara dan beberapa kebijakan lain adalah upaya prabowo menggali kuburnya sendiri dalam suasana batin yg kacau dalam pengaruh tekanan atau sihir firaun cuma tuhan yg tau,2
1894535545721938410,2025-02-25 23:50:47+00:00,0,WKWKWK gini amat fck danantara sampe punya kpop terms nya,1894535545721938410,,,in,where u belong ,0,0,0,https://x.com/minhocchiato/status/1894535545721938410,4080020179,minhocchiato,4,2025-02-25,wkwkwk gini amat fck danantara sampe punya kpop terms nya,4
1894346274721468552,2025-02-26 04:06:20+00:00,0,@Dandhy_Laksono Apa iye kasus ini buat nutupin danantara?,1894599855076680152,,Dandhy_Laksono,in,,0,0,0,https://x.com/Tipsymonkey88/status/1894599855076680152,1464108790526136321,Tipsymonkey88,5,2025-02-26,apa iye kasus ini buat nutupin danantara,2
1894357118939271664,2025-02-26 02:00:16+00:00,0,@ernestprakasa Tabel Danantara 10-20 tahun lagi ,1894568130284064950,,ernestprakasa,in,Jakarta,0,0,0,https://x.com/ntandwipratiwi/status/1894568130284064950,1008895368,ntandwipratiwi,5,2025-02-26,tabel danantara 10 20 tahun lagi,4
1894368984117465514,2025-02-26 01:50:25+00:00,0,@madinaarifahh Danantara yang paling besar angkanya sih,1894565651462930804,,madinaarifahh,in,,0,0,0,https://x.com/watchonline1975/status/1894565651462930804,1449311170955866113,watchonline1975,5,2025-02-26,danantara yang paling besar angkanya sih,4
1894037548483440753,2025-02-26 03:28:56+00:00,0,@mazzini_gsp Terserah loe mau bacot smp keluar liur darah. Yg penting gue amanin aset gue dl sblm habis menguap diisep para pejabat bangsat via Danantara. Gue akan pindahkan semua simpanan di Bank2 Danantara ke Bank swasta dulu.,1894590445797445684,,mazzini_gsp,in,,0,0,0,https://x.com/CongorComberan/status/1894590445797445684,1446166594082643975,CongorComberan,5,2025-02-26,terserah loe mau bacot smp keluar liur darah yg penting gue amanin aset gue dl sblm habis menguap diisep para pejabat bangsat via danantara gue akan pindahkan semua simpanan di bank2 danantara ke bank swasta dulu,3
1894549699765633030,2025-02-26 04:49:59+00:00,0,@LeonPriceleon48 Menjemput optimasi bercampur inovasi Danantara hadir untuk dampak positif panjang,1894610839971504244,,LeonPriceleon48,in,,0,0,0,https://x.com/eli_hariyah/status/1894610839971504244,1703711397342019584,eli_hariyah,5,2025-02-26,menjemput optimasi bercampur inovasi danantara hadir untuk dampak positif panjang,1
1894344577563435122,2025-02-26 04:18:46+00:00,0,@Jateng_Twit @ptm_patraniaga setuju begitu juga nanti misal ada yg penyelewengan danantara soalnya bikin itu udah ngorbanin banyak dikampanye gak disebut tapi paling cepet realisasinya kocak.,1894602986057609520,,Jateng_Twit,in,,0,0,0,https://x.com/wiendasy/status/1894602986057609520,79114591,wiendasy,5,2025-02-26,setuju begitu juga nanti misal ada yg penyelewengan danantara soalnya bikin itu udah ngorbanin banyak dikampanye gak disebut tapi paling cepet realisasinya kocak,2
1894549763569455427,2025-02-26 05:04:07+00:00,0,@hexagrap_id Danantara optimasi aset BUMN sambil fokus pada sektor berkelanjutan yang potensialDanantara berkomitmen jadi motor penggerak optimalisasi aset BUMN dengan investasi yang punya dampak positif berkelanjutan,1894614396506444042,,hexagrap_id,in,,0,0,0,https://x.com/herman_sgrtoo/status/1894614396506444042,1703992482797961216,herman_sgrtoo,5,2025-02-26,danantara optimasi aset bumn sambil fokus pada sektor berkelanjutan yang potensialdanantara berkomitmen jadi motor penggerak optimalisasi aset bumn dengan investasi yang punya dampak positif berkelanjutan,4
1894568124680474833,2025-02-26 02:00:14+00:00,0,Danantara berpotensi menjadi katalis positif bagi pertumbuhan ekonomi https://t.co/ME6N5fk1IF,1894568124680474833,https://pbs.twimg.com/ext_tw_video_thumb/1894568075032403968/pu/img/2nD1vHl_mRItVzvw.jpg,,in,"Bengkulu, Indonesia",0,0,0,https://x.com/anis_amaliawln/status/1894568124680474833,1569779649428992000,anis_amaliawln,5,2025-02-26,danantara berpotensi menjadi katalis positif bagi pertumbuhan ekonomi,1
1894415058916315546,2025-02-26 00:25:59+00:00,1,@adepedia Danantara terdapat PLN dan Pertamina yg mana BUMN dengan data tidak terbuka dan memonopoli pasar Makin bias korupsinya nanti,1894544405534802179,,adepedia,in,-,0,0,0,https://x.com/AllEndeavour/status/1894544405534802179,2766698544,AllEndeavour,5,2025-02-26,danantara terdapat pln dan pertamina yg mana bumn dengan data tidak terbuka dan memonopoli pasar makin bias korupsinya nanti,2
1894540394433479076,2025-02-26 01:49:59+00:00,1,@banjarbase Tapi kenapa baru 5thn terungkap. Sudah kd kw lagi kah mengkorupsinya atau ada jatah yg kd tebayar jd diungkap korupsinya ini. Atau pengalih perhatian masyarakat ttg gas 3kg dan danantara,1894565543249928656,,banjarbase,in,banjarmasin,0,0,0,https://x.com/Tifflyluvh/status/1894565543249928656,536183651,Tifflyluvh,5,2025-02-26,tapi kenapa baru 5thn terungkap sudah kd kw lagi kah mengkorupsinya atau ada jatah yg kd tebayar jd diungkap korupsinya ini atau pengalih perhatian masyarakat ttg gas 3kg dan danantara,2
1894647498511454613,2025-02-26 07:15:39+00:00,1,Selamat atas peluncuran Danantara! Semoga menjadi katalisator pertumbuhan ekonomi Indonesia dan membawa kemajuan bagi rakyat #Danantara #EkonomiIndonesia #KemajuanBangsa https://t.co/AimGVTA6Gq,1894647498511454613,https://pbs.twimg.com/media/Gksj254bsAAFtdH.jpg,,in,,0,1,0,https://x.com/pejuang_berkuda/status/1894647498511454613,1645196114453209088,pejuang_berkuda,6,2025-02-26,selamat atas peluncuran danantara semoga menjadi katalisator pertumbuhan ekonomi indonesia dan membawa kemajuan bagi rakyat danantara ekonomiindonesia kemajuanbangsa,1
1894549763569455427,2025-02-26 05:49:12+00:00,0,@hexagrap_id Optimalkan aset BUMN dan investasi sektor-sektor yang positif bareng Danantara demi keberlanjutan,1894625743390609723,,hexagrap_id,in,,0,0,0,https://x.com/vera_nasyidah/status/1894625743390609723,1703671257185816576,vera_nasyidah,6,2025-02-26,optimalkan aset bumn dan investasi sektor sektor yang positif bareng danantara demi keberlanjutan,4
1894657823495368866,2025-02-26 08:12:41+00:00,0,@ihlucubanget Seingetku nggak. MBG kemungkinan Decoy dan Target utama adalah Danantara. Makanya sempet ada isu konflik antara Prb dan Mly mungkin deal-deal awalnya bukan ini (?).,1894661851310690477,,ihlucubanget,in,Faraway,0,1,0,https://x.com/akbardani/status/1894661851310690477,82360689,akbardani,6,2025-02-26,seingetku nggak mbg kemungkinan decoy dan target utama adalah danantara makanya sempet ada isu konflik antara prb dan mly mungkin deal deal awalnya bukan ini,2
1894338900321313041,2025-02-26 05:49:52+00:00,1,@EYulihastin danantara itu end gamenya mereka. dikumpulin jadi satu tanpa pengawasan bebas hukuman. kalau terjadi apa-apa bebas melenggang pergi. peduli setan dengan rakyat. rakyat 58 yg cinta buta bakal telat sadarnya.,1894625913016578092,,EYulihastin,in,Jakarta,0,0,0,https://x.com/Xousrl17/status/1894625913016578092,1871836568400666624,Xousrl17,6,2025-02-26,danantara itu end gamenya mereka dikumpulin jadi satu tanpa pengawasan bebas hukuman kalau terjadi apa apa bebas melenggang pergi peduli setan dengan rakyat rakyat 58 yg cinta buta bakal telat sadarnya,2
1894549699765633030,2025-02-26 10:38:42+00:00,0,@LeonPriceleon48 Dengan Danantara aset BUMN makin produktif dan efisien! #DanantaraBangunNegeri,1894698597557616649,,LeonPriceleon48,in,,0,0,0,https://x.com/yadibastus/status/1894698597557616649,1892203797898047488,yadibastus,6,2025-02-26,dengan danantara aset bumn makin produktif dan efisien danantarabangunnegeri,4
1894689340028244166,2025-02-26 10:01:54+00:00,0,Komentari BPI Danantara Kepala OJK: Bukan Hal Baru https://t.co/j6JNTBrbva,1894689340028244166,,,in,Jakarta,0,0,0,https://x.com/kalderanews/status/1894689340028244166,817669043792420864,kalderanews,6,2025-02-26,komentari bpi danantara kepala ojk bukan hal baru,0
1894626616137130036,2025-02-26 05:52:40+00:00,0,isu pertamina rame buat nutupin info Danantara,1894626616137130036,,,in,,0,0,0,https://x.com/reelsoflive/status/1894626616137130036,1759750969259356160,reelsoflive,6,2025-02-26,isu pertamina rame buat nutupin info danantara,4
1894350036013912231,2025-02-26 10:18:23+00:00,1,@idextratime Turut berduka tapi meninggalnya apakah karena pertamax danantara dll?,1894693487221866576,,idextratime,in,,0,0,0,https://x.com/KoiL738619/status/1894693487221866576,1762573935995129856,KoiL738619,6,2025-02-26,turut berduka tapi meninggalnya apakah karena pertamax danantara dll,4
1894668717994422649,2025-02-26 08:39:58+00:00,0,Wiihh serem jahat skl kalian #IndonesiaGelap #Danantara #Pertamax [FULL] Korban Istaka Karya Ngadu ke DPR Sebut Jokowi Tak Punya Hati https://t.co/l0VlLLuIbn lewat @YouTube,1894668717994422649,,,in,Pluto,0,0,0,https://x.com/senyum_manis0/status/1894668717994422649,75554768,senyum_manis0,6,2025-02-26,wiihh serem jahat skl kalian indonesiagelap danantara pertamax full korban istaka karya ngadu ke dpr sebut jokowi tak punya hati lewat,4
